geni_id,token,sex,qid,verdict
6000000003957598556,ABA,M,Q102227914,no recorded sex; generic given-name item
6000000010364148243,ADRIAN,M,Q372250,resolved by sex
6000000029855150499,ANDRE,M,Q16274896,resolved by sex
6000000164954857915,ANDREA,F,Q18177321,resolved by sex
6000000175948379844,ANNE,F,Q564684,resolved by sex
6000000008852784108,Aba,M,Q102227914,no recorded sex; generic given-name item
6000000014036421235,Aba,F,Q479129,resolved by sex
6000000044287729839,Aba,M,Q102227914,no recorded sex; generic given-name item
6000000077812308872,Aba,M,Q102227914,no recorded sex; generic given-name item
6000000090381186821,Aba,M,Q102227914,no recorded sex; generic given-name item
6000000138653556021,Aba,F,Q479129,resolved by sex
6000000215562129821,Aba,M,Q102227914,no recorded sex; generic given-name item
6000000222850413871,Aba,F,Q479129,resolved by sex
383363629910003171,Abba,M,Q4663625,resolved by sex
6000000000028908393,Abba,M,Q4663625,resolved by sex
6000000000348850434,Abba,M,Q4663625,resolved by sex
6000000000348850449,Abba,F,Q65089281,resolved by sex (unisex; no item for that sex)
6000000000348876558,Abba,F,Q65089281,resolved by sex (unisex; no item for that sex)
6000000000348889168,Abba,M,Q4663625,resolved by sex
6000000002187920079,Abba,M,Q4663625,resolved by sex
6000000002673981936,Abba,M,Q4663625,resolved by sex
6000000003327792288,Abba,M,Q4663625,resolved by sex
6000000003495148202,Abba,M,Q4663625,resolved by sex
6000000003495148225,Abba,M,Q4663625,resolved by sex
6000000010258093420,Abba,M,Q4663625,resolved by sex
6000000010381493939,Abba,M,Q4663625,resolved by sex
6000000016881769431,Abba,M,Q4663625,resolved by sex
6000000017178028146,Abba,M,Q4663625,resolved by sex
6000000018728531001,Abba,M,Q4663625,resolved by sex
6000000018728745018,Abba,M,Q4663625,resolved by sex
6000000018740185546,Abba,M,Q4663625,resolved by sex
6000000018790747203,Abba,M,Q4663625,resolved by sex
6000000019072029582,Abba,M,Q4663625,resolved by sex
6000000019072042752,Abba,M,Q4663625,resolved by sex
6000000019129303521,Abba,M,Q4663625,resolved by sex
6000000020150242929,Abba,M,Q4663625,resolved by sex
6000000029578806959,Abba,M,Q4663625,resolved by sex
6000000037838622089,Abba,M,Q4663625,resolved by sex
6000000039184901764,Abba,M,Q4663625,resolved by sex
6000000052078102998,Abba,M,Q4663625,resolved by sex
6000000052078511010,Abba,M,Q4663625,resolved by sex
6000000052079627078,Abba,M,Q4663625,resolved by sex
6000000052079764865,Abba,M,Q4663625,resolved by sex
6000000072073286961,Abba,M,Q4663625,resolved by sex
6000000077113950223,Abba,M,Q4663625,resolved by sex
6000000201239451839,Abba,F,Q65089281,resolved by sex (unisex; no item for that sex)
6000000206224874880,Abba,M,Q4663625,resolved by sex
6000000206225117837,Abba,M,Q4663625,resolved by sex
6000000206225152821,Abba,M,Q4663625,resolved by sex
6000000001323263397,Adda,M,Q20576000,resolved by sex
6000000004977778649,Adda,M,Q20576000,resolved by sex
6000000007747896401,Adda,M,Q20576000,resolved by sex
6000000025299030308,Adda,M,Q20576000,resolved by sex
6000000025299737861,Adda,M,Q20576000,resolved by sex
6000000039356169014,Adda,M,Q20576000,resolved by sex
6000000041608230186,Adda,M,Q20576000,resolved by sex
6000000041739096096,Adda,M,Q20576000,resolved by sex
6000000053400239477,Adda,M,Q20576000,resolved by sex
6000000053401249992,Adda,M,Q20576000,resolved by sex
6000000056032409887,Adda,M,Q20576000,resolved by sex
6000000056479086174,Adda,M,Q20576000,resolved by sex
6000000120890187947,Adda,M,Q20576000,resolved by sex
6000000122770749942,Adda,M,Q20576000,resolved by sex
6000000122770913887,Adda,M,Q20576000,resolved by sex
6000000169609038117,Adda,F,Q107317460,resolved by sex
6000000170095829826,Adda,M,Q20576000,resolved by sex
6000000175612585827,Adda,M,Q20576000,resolved by sex
6000000175652697885,Adda,M,Q20576000,resolved by sex
6000000198785365863,Adda,M,Q20576000,resolved by sex
284100417120005027,Adrian,M,Q372250,resolved by sex
4495861554670061535,Adrian,M,Q372250,resolved by sex
4840241237810085207,Adrian,M,Q372250,resolved by sex
4840241237810085207,Adrian,M,Q372250,resolved by sex
4840241237810085207,Adrian,M,Q372250,resolved by sex
6000000001994562374,Adrian,M,Q372250,resolved by sex
6000000001994562374,Adrian,M,Q372250,resolved by sex
6000000003584830627,Adrian,M,Q372250,resolved by sex
6000000005746825763,Adrian,M,Q372250,resolved by sex
6000000006101437199,Adrian,M,Q372250,resolved by sex
6000000006352609017,Adrian,M,Q372250,resolved by sex
6000000006792984307,Adrian,M,Q372250,resolved by sex
6000000007402541425,Adrian,M,Q372250,resolved by sex
6000000007402598250,Adrian,M,Q372250,resolved by sex
6000000007417143446,Adrian,M,Q372250,resolved by sex
6000000007417143446,Adrian,M,Q372250,resolved by sex
6000000007789578913,Adrian,M,Q372250,resolved by sex
6000000008078727101,Adrian,M,Q372250,resolved by sex
6000000008685805558,Adrian,M,Q372250,resolved by sex
6000000009316304473,Adrian,M,Q372250,resolved by sex
6000000012361233780,Adrian,M,Q372250,resolved by sex
6000000012361233780,Adrian,M,Q372250,resolved by sex
6000000012483324875,Adrian,F,Q372250,resolved by sex
6000000017029779104,Adrian,M,Q372250,resolved by sex
6000000018271302536,Adrian,M,Q372250,resolved by sex
6000000019452239151,Adrian,M,Q372250,resolved by sex
6000000019749804325,Adrian,M,Q372250,resolved by sex
6000000019749804325,Adrian,M,Q372250,resolved by sex
6000000020037783347,Adrian,M,Q372250,resolved by sex
6000000022245791153,Adrian,M,Q372250,resolved by sex
6000000025758759966,Adrian,M,Q372250,resolved by sex
6000000025758759966,Adrian,M,Q372250,resolved by sex
6000000030959130435,Adrian,M,Q372250,resolved by sex
6000000031771185892,Adrian,M,Q372250,resolved by sex
6000000032952613976,Adrian,M,Q372250,resolved by sex
6000000032953209381,Adrian,M,Q372250,resolved by sex
6000000039358751894,Adrian,M,Q372250,resolved by sex
6000000059570331847,Adrian,M,Q372250,resolved by sex
6000000070335188863,Adrian,M,Q372250,resolved by sex
6000000078811318472,Adrian,M,Q372250,resolved by sex
6000000083142302004,Adrian,M,Q372250,resolved by sex
6000000114998618822,Adrian,M,Q372250,resolved by sex
6000000164282008328,Adrian,M,Q372250,resolved by sex
6000000167339587927,Adrian,M,Q372250,resolved by sex
6000000167339587927,Adrian,M,Q372250,resolved by sex
6000000198772002842,Adrian,M,Q372250,resolved by sex
6000000224729806919,Adrian,M,Q372250,resolved by sex
6000000001500984301,Alison,F,Q16154105,resolved by sex
6000000001670393108,Alison,F,Q16154105,resolved by sex
6000000002928664976,Alison,F,Q16154105,resolved by sex
6000000003077191972,Alison,M,Q110929819,resolved by sex
6000000021976137801,Alison,F,Q16154105,resolved by sex
6000000024936848845,Alison,F,Q16154105,resolved by sex
6000000039460402197,Alison,F,Q16154105,resolved by sex
6000000039489056841,Alison,F,Q16154105,resolved by sex
6000000041905763282,Alison,M,Q110929819,resolved by sex
6000000175686202831,Alison,F,Q16154105,resolved by sex
6000000188119203837,Alison,F,Q16154105,resolved by sex
384719635230012572,Andre,M,Q16274896,resolved by sex
6000000002198377758,Andre,M,Q16274896,resolved by sex
6000000002765262167,Andre,M,Q16274896,resolved by sex
6000000002802601196,Andre,M,Q16274896,resolved by sex
6000000005029022028,Andre,M,Q16274896,resolved by sex
6000000005609028557,Andre,M,Q16274896,resolved by sex
6000000007210299408,Andre,M,Q16274896,resolved by sex
6000000008719087629,Andre,M,Q16274896,resolved by sex
6000000009710292409,Andre,M,Q16274896,resolved by sex
6000000012971160489,Andre,M,Q16274896,resolved by sex
6000000023026432348,Andre,M,Q16274896,resolved by sex
6000000023268575676,Andre,M,Q16274896,resolved by sex
6000000047160887961,Andre,M,Q16274896,resolved by sex
4066443476590023307,Andrea,F,Q18177321,resolved by sex
4066443476590023307,Andrea,F,Q18177321,resolved by sex
4423915138960021929,Andrea,F,Q18177321,resolved by sex
4474776,Andrea,F,Q18177321,resolved by sex
5232261967330102641,Andrea,F,Q18177321,resolved by sex
5467050497710136684,Andrea,F,Q18177321,resolved by sex
6000000000140146444,Andrea,F,Q18177321,resolved by sex
6000000000400773384,Andrea,F,Q18177321,resolved by sex
6000000000756572217,Andrea,F,Q18177321,resolved by sex
6000000000758433825,Andrea,F,Q18177321,resolved by sex
6000000000907467097,Andrea,F,Q18177321,resolved by sex
6000000000907524030,Andrea,F,Q18177321,resolved by sex
6000000000907583316,Andrea,F,Q18177321,resolved by sex
6000000000907583316,Andrea,F,Q18177321,resolved by sex
6000000001500984923,Andrea,M,Q18177306,resolved by sex
6000000001781741071,Andrea,F,Q18177321,resolved by sex
6000000002240799168,Andrea,M,Q18177306,resolved by sex
6000000002452527421,Andrea,F,Q18177321,resolved by sex
6000000002512328644,Andrea,F,Q18177321,resolved by sex
6000000003094916027,Andrea,F,Q18177321,resolved by sex
6000000003264652623,Andrea,F,Q18177321,resolved by sex
6000000003579143250,Andrea,F,Q18177321,resolved by sex
6000000003782319730,Andrea,F,Q18177321,resolved by sex
6000000003827521667,Andrea,M,Q18177306,resolved by sex
6000000003897426087,Andrea,F,Q18177321,resolved by sex
6000000005385448867,Andrea,F,Q18177321,resolved by sex
6000000005565536716,Andrea,F,Q18177321,resolved by sex
6000000005565536716,Andrea,F,Q18177321,resolved by sex
6000000005565536716,Andrea,F,Q18177321,resolved by sex
6000000005608867742,Andrea,F,Q18177321,resolved by sex
6000000005608897195,Andrea,F,Q18177321,resolved by sex
6000000005608927690,Andrea,F,Q18177321,resolved by sex
6000000005608927697,Andrea,F,Q18177321,resolved by sex
6000000005609513726,Andrea,F,Q18177321,resolved by sex
6000000005766650247,Andrea,M,Q18177306,resolved by sex
6000000006129618344,Andrea,F,Q18177321,resolved by sex
6000000006335707672,Andrea,F,Q18177321,resolved by sex
6000000006711569112,Andrea,F,Q18177321,resolved by sex
6000000006892129728,Andrea,F,Q18177321,resolved by sex
6000000007014053440,Andrea,F,Q18177321,resolved by sex
6000000007204062249,Andrea,F,Q18177321,resolved by sex
6000000007304605992,Andrea,F,Q18177321,resolved by sex
6000000007305661707,Andrea,F,Q18177321,resolved by sex
6000000007305661707,Andrea,F,Q18177321,resolved by sex
6000000007305661787,Andrea,F,Q18177321,resolved by sex
6000000007305661787,Andrea,F,Q18177321,resolved by sex
6000000007305671037,Andrea,F,Q18177321,resolved by sex
6000000007305671037,Andrea,F,Q18177321,resolved by sex
6000000008415553952,Andrea,M,Q18177306,resolved by sex
6000000009038579548,Andrea,F,Q18177321,resolved by sex
6000000009084037469,Andrea,F,Q18177321,resolved by sex
6000000009084037469,Andrea,F,Q18177321,resolved by sex
6000000009112460332,Andrea,F,Q18177321,resolved by sex
6000000009207096845,Andrea,F,Q18177321,resolved by sex
6000000009373720667,Andrea,F,Q18177321,resolved by sex
6000000009375849720,Andrea,F,Q18177321,resolved by sex
6000000009431853793,Andrea,F,Q18177321,resolved by sex
6000000010656241785,Andrea,F,Q18177321,resolved by sex
6000000010869473057,Andrea,F,Q18177321,resolved by sex
6000000010895491157,Andrea,F,Q18177321,resolved by sex
6000000010895491157,Andrea,F,Q18177321,resolved by sex
6000000010895491157,Andrea,F,Q18177321,resolved by sex
6000000011170255158,Andrea,F,Q18177321,resolved by sex
6000000011196705478,Andrea,F,Q18177321,resolved by sex
6000000011276085998,Andrea,F,Q18177321,resolved by sex
6000000011308183060,Andrea,F,Q18177321,resolved by sex
6000000011524164719,Andrea,F,Q18177321,resolved by sex
6000000011935076257,Andrea,M,Q18177306,resolved by sex
6000000012072359982,Andrea,F,Q18177321,resolved by sex
6000000012339919362,Andrea,F,Q18177321,resolved by sex
6000000012737350395,Andrea,F,Q18177321,resolved by sex
6000000012795465311,Andrea,F,Q18177321,resolved by sex
6000000012979814042,Andrea,M,Q18177306,resolved by sex
6000000013321117226,Andrea,F,Q18177321,resolved by sex
6000000013430808872,Andrea,F,Q18177321,resolved by sex
6000000013442149185,Andrea,F,Q18177321,resolved by sex
6000000013678935526,Andrea,F,Q18177321,resolved by sex
6000000013963585328,Andrea,F,Q18177321,resolved by sex
6000000014004509469,Andrea,F,Q18177321,resolved by sex
6000000014027371430,Andrea,F,Q18177321,resolved by sex
6000000014295605593,Andrea,F,Q18177321,resolved by sex
6000000014326483096,Andrea,F,Q18177321,resolved by sex
6000000014516876026,Andrea,F,Q18177321,resolved by sex
6000000014707495686,Andrea,M,Q18177306,resolved by sex
6000000014707833097,Andrea,M,Q18177306,resolved by sex
6000000014708125126,Andrea,M,Q18177306,resolved by sex
6000000014712237487,Andrea,M,Q18177306,resolved by sex
6000000014993339233,Andrea,F,Q18177321,resolved by sex
6000000015100145855,Andrea,M,Q18177306,resolved by sex
6000000015101389574,Andrea,M,Q18177306,resolved by sex
6000000015341146827,Andrea,M,Q18177306,resolved by sex
6000000015834869109,Andrea,M,Q18177306,resolved by sex
6000000015837837585,Andrea,M,Q18177306,resolved by sex
6000000015973158244,Andrea,F,Q18177321,resolved by sex
6000000017089308492,Andrea,F,Q18177321,resolved by sex
6000000017518197934,Andrea,F,Q18177321,resolved by sex
6000000017863168492,Andrea,F,Q18177321,resolved by sex
6000000018306215235,Andrea,F,Q18177321,resolved by sex
6000000018557965368,Andrea,F,Q18177321,resolved by sex
6000000019014620094,Andrea,F,Q18177321,resolved by sex
6000000019106891879,Andrea,F,Q18177321,resolved by sex
6000000019813585625,Andrea,F,Q18177321,resolved by sex
6000000019869955443,Andrea,F,Q18177321,resolved by sex
6000000019870084074,Andrea,F,Q18177321,resolved by sex
6000000020572947632,Andrea,F,Q18177321,resolved by sex
6000000020573068122,Andrea,F,Q18177321,resolved by sex
6000000020653992639,Andrea,F,Q18177321,resolved by sex
6000000020653992639,Andrea,F,Q18177321,resolved by sex
6000000022364761242,Andrea,F,Q18177321,resolved by sex
6000000022732399843,Andrea,F,Q18177321,resolved by sex
6000000022782673661,Andrea,F,Q18177321,resolved by sex
6000000023155277694,Andrea,F,Q18177321,resolved by sex
6000000023205323932,Andrea,F,Q18177321,resolved by sex
6000000023726686990,Andrea,F,Q18177321,resolved by sex
6000000024417327894,Andrea,F,Q18177321,resolved by sex
6000000024921261372,Andrea,F,Q18177321,resolved by sex
6000000024991088117,Andrea,F,Q18177321,resolved by sex
6000000025248082478,Andrea,F,Q18177321,resolved by sex
6000000025757892225,Andrea,F,Q18177321,resolved by sex
6000000025769364153,Andrea,F,Q18177321,resolved by sex
6000000025880299119,Andrea,F,Q18177321,resolved by sex
6000000026763854106,Andrea,F,Q18177321,resolved by sex
6000000026997131954,Andrea,F,Q18177321,resolved by sex
6000000028807810205,Andrea,F,Q18177321,resolved by sex
6000000029200682477,Andrea,F,Q18177321,resolved by sex
6000000029593790301,Andrea,F,Q18177321,resolved by sex
6000000029599247879,Andrea,F,Q18177321,resolved by sex
6000000030110055490,Andrea,M,Q18177306,resolved by sex
6000000030940413178,Andrea,F,Q18177321,resolved by sex
6000000032085363673,Andrea,F,Q18177321,resolved by sex
6000000033914994608,Andrea,M,Q18177306,resolved by sex
6000000033915411045,Andrea,M,Q18177306,resolved by sex
6000000034750303046,Andrea,F,Q18177321,resolved by sex
6000000036367765022,Andrea,F,Q18177321,resolved by sex
6000000037060843025,Andrea,F,Q18177321,resolved by sex
6000000037642559868,Andrea,F,Q18177321,resolved by sex
6000000037850233548,Andrea,M,Q18177306,resolved by sex
6000000038337955245,Andrea,F,Q18177321,resolved by sex
6000000039378290439,Andrea,F,Q18177321,resolved by sex
6000000039453913770,Andrea,F,Q18177321,resolved by sex
6000000039624854956,Andrea,F,Q18177321,resolved by sex
6000000040313484589,Andrea,F,Q18177321,resolved by sex
6000000040313484589,Andrea,F,Q18177321,resolved by sex
6000000040342185015,Andrea,F,Q18177321,resolved by sex
6000000040386907386,Andrea,F,Q18177321,resolved by sex
6000000041742932069,Andrea,F,Q18177321,resolved by sex
6000000044223135614,Andrea,F,Q18177321,resolved by sex
6000000044708634867,Andrea,F,Q18177321,resolved by sex
6000000045461377821,Andrea,F,Q18177321,resolved by sex
6000000045473975821,Andrea,F,Q18177321,resolved by sex
6000000046364501898,Andrea,F,Q18177321,resolved by sex
6000000052063045837,Andrea,F,Q18177321,resolved by sex
6000000052860826113,Andrea,F,Q18177321,resolved by sex
6000000052967092218,Andrea,F,Q18177321,resolved by sex
6000000052967092218,Andrea,F,Q18177321,resolved by sex
6000000053113483960,Andrea,F,Q18177321,resolved by sex
6000000055604833950,Andrea,F,Q18177321,resolved by sex
6000000055604833950,Andrea,F,Q18177321,resolved by sex
6000000056240099859,Andrea,M,Q18177306,resolved by sex
6000000068442108872,Andrea,F,Q18177321,resolved by sex
6000000079869854969,Andrea,F,Q18177321,resolved by sex
6000000079869854969,Andrea,F,Q18177321,resolved by sex
6000000080238175425,Andrea,F,Q18177321,resolved by sex
6000000081481442906,Andrea,F,Q18177321,resolved by sex
6000000082743420220,Andrea,F,Q18177321,resolved by sex
6000000083222438087,Andrea,F,Q18177321,resolved by sex
6000000083222438087,Andrea,F,Q18177321,resolved by sex
6000000084366282853,Andrea,F,Q18177321,resolved by sex
6000000086097183887,Andrea,F,Q18177321,resolved by sex
6000000090450381087,Andrea,F,Q18177321,resolved by sex
6000000093048647205,Andrea,F,Q18177321,resolved by sex
6000000093404168915,Andrea,F,Q18177321,resolved by sex
6000000094320524865,Andrea,M,Q18177306,resolved by sex
6000000095440884874,Andrea,F,Q18177321,resolved by sex
6000000096715801827,Andrea,F,Q18177321,resolved by sex
6000000104324509848,Andrea,F,Q18177321,resolved by sex
6000000105074563839,Andrea,F,Q18177321,resolved by sex
6000000105074563843,Andrea,F,Q18177321,resolved by sex
6000000105433164875,Andrea,F,Q18177321,resolved by sex
6000000105433440822,Andrea,F,Q18177321,resolved by sex
6000000105433440828,Andrea,F,Q18177321,resolved by sex
6000000105737479859,Andrea,F,Q18177321,resolved by sex
6000000106644986002,Andrea,F,Q18177321,resolved by sex
6000000107002751837,Andrea,F,Q18177321,resolved by sex
6000000108628184851,Andrea,F,Q18177321,resolved by sex
6000000109049615849,Andrea,F,Q18177321,resolved by sex
6000000109930257944,Andrea,F,Q18177321,resolved by sex
6000000111753063008,Andrea,F,Q18177321,resolved by sex
6000000111915342943,Andrea,F,Q18177321,resolved by sex
6000000111915342943,Andrea,F,Q18177321,resolved by sex
6000000111915342943,Andrea,F,Q18177321,resolved by sex
6000000114107756990,Andrea,F,Q18177321,resolved by sex
6000000114689316824,Andrea,F,Q18177321,resolved by sex
6000000115229692879,Andrea,F,Q18177321,resolved by sex
6000000116677642856,Andrea,F,Q18177321,resolved by sex
6000000118833898900,Andrea,F,Q18177321,resolved by sex
6000000124117374061,Andrea,F,Q18177321,resolved by sex
6000000126892589907,Andrea,F,Q18177321,resolved by sex
6000000134157188822,Andrea,F,Q18177321,resolved by sex
6000000134173575821,Andrea,F,Q18177321,resolved by sex
6000000140034208468,Andrea,M,Q18177306,resolved by sex
6000000152653681833,Andrea,F,Q18177321,resolved by sex
6000000152668378914,Andrea,F,Q18177321,resolved by sex
6000000152669015431,Andrea,F,Q18177321,resolved by sex
6000000152669015614,Andrea,F,Q18177321,resolved by sex
6000000152669788012,Andrea,F,Q18177321,resolved by sex
6000000152673014918,Andrea,F,Q18177321,resolved by sex
6000000152691513855,Andrea,F,Q18177321,resolved by sex
6000000154039955902,Andrea,F,Q18177321,resolved by sex
6000000174162658062,Andrea,F,Q18177321,resolved by sex
6000000174356625862,Andrea,F,Q18177321,resolved by sex
6000000175320454970,Andrea,F,Q18177321,resolved by sex
6000000175404223282,Andrea,F,Q18177321,resolved by sex
6000000175456572822,Andrea,M,Q18177306,resolved by sex
6000000175693496821,Andrea,F,Q18177321,resolved by sex
6000000175693496821,Andrea,F,Q18177321,resolved by sex
6000000176123153822,Andrea,F,Q18177321,resolved by sex
6000000177042144847,Andrea,F,Q18177321,resolved by sex
6000000177042144847,Andrea,F,Q18177321,resolved by sex
6000000177887595833,Andrea,F,Q18177321,resolved by sex
6000000180129837881,Andrea,F,Q18177321,resolved by sex
6000000180401126843,Andrea,F,Q18177321,resolved by sex
6000000182964130821,Andrea,F,Q18177321,resolved by sex
6000000183843326838,Andrea,F,Q18177321,resolved by sex
6000000184087255843,Andrea,F,Q18177321,resolved by sex
6000000184911170960,Andrea,F,Q18177321,resolved by sex
6000000185401363178,Andrea,F,Q18177321,resolved by sex
6000000185570550093,Andrea,M,Q18177306,resolved by sex
6000000185870906826,Andrea,F,Q18177321,resolved by sex
6000000186207612009,Andrea,F,Q18177321,resolved by sex
6000000186835250842,Andrea,M,Q18177306,resolved by sex
6000000188200551891,Andrea,F,Q18177321,resolved by sex
6000000188210769832,Andrea,F,Q18177321,resolved by sex
6000000189145344858,Andrea,F,Q18177321,resolved by sex
6000000189145631838,Andrea,F,Q18177321,resolved by sex
6000000189521620222,Andrea,F,Q18177321,resolved by sex
6000000194319821823,Andrea,F,Q18177321,resolved by sex
6000000195072685821,Andrea,F,Q18177321,resolved by sex
6000000196299509728,Andrea,F,Q18177321,resolved by sex
6000000196300981042,Andrea,F,Q18177321,resolved by sex
6000000197042040825,Andrea,F,Q18177321,resolved by sex
6000000197046907828,Andrea,F,Q18177321,resolved by sex
6000000198780239941,Andrea,F,Q18177321,resolved by sex
6000000200962271841,Andrea,F,Q18177321,resolved by sex
6000000203457603929,Andrea,F,Q18177321,resolved by sex
6000000203805370945,Andrea,F,Q18177321,resolved by sex
6000000203859067823,Andrea,M,Q18177306,resolved by sex
6000000204503181959,Andrea,F,Q18177321,resolved by sex
6000000204537244972,Andrea,F,Q18177321,resolved by sex
6000000205068066492,Andrea,F,Q18177321,resolved by sex
6000000205134538825,Andrea,M,Q18177306,resolved by sex
6000000205169809352,Andrea,F,Q18177321,resolved by sex
6000000205241578363,Andrea,F,Q18177321,resolved by sex
6000000205598442824,Andrea,M,Q18177306,resolved by sex
6000000205606619846,Andrea,M,Q18177306,resolved by sex
6000000205611318878,Andrea,F,Q18177321,resolved by sex
6000000206105567324,Andrea,F,Q18177321,resolved by sex
6000000206294303824,Andrea,M,Q18177306,resolved by sex
6000000207964201929,Andrea,F,Q18177321,resolved by sex
6000000208948999825,Andrea,F,Q18177321,resolved by sex
6000000209612514822,Andrea,F,Q18177321,resolved by sex
6000000214407707841,Andrea,F,Q18177321,resolved by sex
6000000214407707841,Andrea,F,Q18177321,resolved by sex
6000000220155277821,Andrea,M,Q18177306,resolved by sex
6000000222193649933,Andrea,F,Q18177321,resolved by sex
6000000222799390836,Andrea,F,Q18177321,resolved by sex
6000000223180679873,Andrea,M,Q18177306,resolved by sex
6000000223231355301,Andrea,F,Q18177321,resolved by sex
6000000223418444939,Andrea,M,Q18177306,resolved by sex
6000000223822009508,Andrea,F,Q18177321,resolved by sex
6000000223843052190,Andrea,F,Q18177321,resolved by sex
6000000224359721836,Andrea,F,Q18177321,resolved by sex
6000000225801212827,Andrea,F,Q18177321,resolved by sex
6000000226068564952,Andrea,F,Q18177321,resolved by sex
6000000226161886833,Andrea,F,Q18177321,resolved by sex
287612923100003706,Anne,F,Q564684,resolved by sex
287712385130008001,Anne,F,Q564684,resolved by sex
288029693530003703,Anne,F,Q564684,resolved by sex
298634429100004324,Anne,F,Q564684,resolved by sex
302888257510001064,Anne,F,Q564684,resolved by sex
304318283800003857,Anne,F,Q564684,resolved by sex
309448974020008307,Anne,F,Q564684,resolved by sex
317008444090006584,Anne,F,Q564684,resolved by sex
317501212910005022,Anne,F,Q564684,resolved by sex
325663688420005718,Anne,F,Q564684,resolved by sex
328058257770004654,Anne,F,Q564684,resolved by sex
3356336,Anne,F,Q564684,resolved by sex
353228929020007584,Anne,F,Q564684,resolved by sex
353442154280012039,Anne,F,Q564684,resolved by sex
361843381280007976,Anne,F,Q564684,resolved by sex
361843381280007976,Anne,F,Q564684,resolved by sex
374572796950012476,Anne,F,Q564684,resolved by sex
377260811960002204,Anne,F,Q564684,resolved by sex
381440898740013388,Anne,F,Q564684,resolved by sex
381773742330013382,Anne,F,Q564684,resolved by sex
384196980420012527,Anne,F,Q564684,resolved by sex
384702592600012522,Anne,F,Q564684,resolved by sex
391042822910003565,Anne,F,Q564684,resolved by sex
4000888164330075116,Anne,F,Q564684,resolved by sex
4000991489300021269,Anne,F,Q564684,resolved by sex
4064963446300020592,Anne,F,Q564684,resolved by sex
4104662,Anne,F,Q564684,resolved by sex
4104768,Anne,F,Q564684,resolved by sex
4180959273130035412,Anne,F,Q564684,resolved by sex
4265475684170021035,Anne,F,Q564684,resolved by sex
4275395641540033051,Anne,F,Q564684,resolved by sex
4275641755920033011,Anne,F,Q564684,resolved by sex
4412293681480073275,Anne,F,Q564684,resolved by sex
4412402675350085167,Anne,F,Q564684,resolved by sex
4532353718710033067,Anne,F,Q564684,resolved by sex
4668822,Anne,F,Q564684,resolved by sex
4745514,Anne,F,Q564684,resolved by sex
4749159623970072108,Anne,F,Q564684,resolved by sex
4826633350100026612,Anne,F,Q564684,resolved by sex
4878104545290032753,Anne,F,Q564684,resolved by sex
4889632620980063165,Anne,F,Q564684,resolved by sex
4889767039210062694,Anne,F,Q564684,resolved by sex
4890818959120133569,Anne,F,Q564684,resolved by sex
4890818959120133569,Anne,F,Q564684,resolved by sex
4941759529840041825,Anne,F,Q564684,resolved by sex
4972665113090039352,Anne,F,Q564684,resolved by sex
4973107094410039118,Anne,F,Q564684,resolved by sex
5000886806840113294,Anne,F,Q564684,resolved by sex
5009616388910024886,Anne,F,Q564684,resolved by sex
5114398738150103959,Anne,F,Q564684,resolved by sex
5148204985920023854,Anne,F,Q564684,resolved by sex
5149081055740085023,Anne,F,Q564684,resolved by sex
5218782742890054384,Anne,M,Q47860848,resolved by sex
5234994287600064570,Anne,F,Q564684,resolved by sex
5280918327610113979,Anne,F,Q564684,resolved by sex
5327641366210022303,Anne,F,Q564684,resolved by sex
5327689858330022340,Anne,F,Q564684,resolved by sex
5332736643780030946,Anne,F,Q564684,resolved by sex
5392920986820042720,Anne,F,Q564684,resolved by sex
5467886889670043609,Anne,F,Q564684,resolved by sex
5467886889670043609,Anne,F,Q564684,resolved by sex
5473408662440045292,Anne,F,Q564684,resolved by sex
5473408662440045292,Anne,F,Q564684,resolved by sex
5501206724820031719,Anne,F,Q564684,resolved by sex
5648392824470044377,Anne,F,Q564684,resolved by sex
5667846312780113020,Anne,F,Q564684,resolved by sex
6000000000026274781,Anne,F,Q564684,resolved by sex
6000000000030136965,Anne,F,Q564684,resolved by sex
